0,Correlation,Error_measure,Precision,tp,DailyValueTraded
MYN,-1.1,-1.1,-1.1,-1.1,2247.59149254
MYO,0.00551595135582,0.0164592008589,0,0,4263274.71765
MYQ,-1.1,-1.1,-1.1,-1.1,16574.5703125
MYR,-0.0641826439668,0.0168185042933,0,0,8055573.62187
MYS,-0.0436717046131,0.00939305588375,0.0,0,185720.684379
MYT,0.0640169023193,0.0176020877604,0,0,525977.08988
MYX,-0.031072424777,0.0271851203137,0.125,1,668556.235623
MZI,-1.1,-1.1,-1.1,-1.1,43590.0593254
MZM,-1.1,-1.1,-1.1,-1.1,21803.4783423
MZN,-1.1,-1.1,-1.1,-1.1,25408.5333446
NAB,-0.0424088305089,0.011887273693,0.375,9,120041495.017
NAC,0.286295653129,0.0102292666935,0.38461538461538464,5,58594.337291
NAE,-1.1,-1.1,-1.1,-1.1,12696.0598874
NAG,-1.1,-1.1,-1.1,-1.1,13064.1608161
NAM,-1.1,-1.1,-1.1,-1.1,19040.7807852
NAN,0.0417283011764,0.0220634549604,0.25,4,308787.392654
NAV,-0.0568303388864,0.109264298799,0,0,129397.187322
NBL,-1.1,-1.1,-1.1,-1.1,22090.3813381
NCC,-1.1,-1.1,-1.1,-1.1,36036.3428478
NCK,0.0532209755344,0.0212057717062,0.32867132867132864,47,90097.79436
NCL,-1.1,-1.1,-1.1,-1.1,8269.11325967
NCM,0.00642577002852,0.0226424278326,0,0,84073380.0569
NCO,-1.1,-1.1,-1.1,-1.1,19568.5817539
NCR,-0.00857674790588,0.0904781501957,0,0,147917.95535
NDO,-0.00484886218259,0.0353506604569,0.25806451612903225,40,527733.486038
NDQ,-0.0756419686236,0.00954476245215,0,0,374727.764858
NEA,0.0967324297974,0.0487619782537,0.5,6,235656.302552
NEC,-0.109869229232,0.0199687071462,0,0,5180186.75823
NEN,0.0126437688728,0.0365712863567,0,0,286927.333425
NEU,0.00327753570999,0.0474243205953,0.2857142857142857,4,140713.261471
NFE,-0.0512019139465,0.0544351908657,0,0,430803.365013
NGE,-0.00126818962882,0.0495339263392,0,0,112515.048255
NGF,-0.0239174580189,0.0336474212054,0.34146341463414637,14,182298.370071
NGX,-1.1,-1.1,-1.1,-1.1,24490.2427623
NGY,-1.1,-1.1,-1.1,-1.1,17346.6258076
NHC,0.0171847615619,0.0144408486571,0.41025641025641024,16,890299.201895
NHF,0.0730280933745,0.011792151626,0.4852941176470588,33,672360.46926
NHH,-1.1,-1.1,-1.1,-1.1,5054.42557368
NHO,-1.1,-1.1,-1.1,-1.1,5594.15667627
NIO,-1.1,-1.1,-1.1,-1.1,32049.6432751
NIU,-1.1,-1.1,-1.1,-1.1,1824.46123942
NKP,0.00162651671177,0.0622071638766,0,0,280909.409953
NME,-1.1,-1.1,-1.1,-1.1,5502.68448195
NMG,-0.11180716597,0.0348308678539,0,0,194195.968398
NMI,-1.1,-1.1,-1.1,-1.1,17525.6582122
NML,-1.1,-1.1,-1.1,-1.1,20778.5925
NMS,0.0311705729408,0.0431405969391,0,0,123730.404063
NMT,0.0255691331023,0.0486714419591,0,0,204788.442263
NNW,-0.0424649932551,0.0439784749638,0,0,94255.3244489
NOD,0.0172880220264,0.0330240307508,0,0,205077.424478
NOE,-1.1,-1.1,-1.1,-1.1,27640.3130319
NOR,-0.0277122532481,0.0600871578095,0,0,106297.117336
NPX,-0.0128152225938,0.016647832333,0.16666666666666666,2,62642.9295549
NRR,-1.1,-1.1,-1.1,-1.1,10896.3584924
NRT,0.00494205429664,0.0927793280225,0,0,138592.052748
NSE,0.00956778276487,0.0386335418697,0.5,1,142693.873274
NSL,0.0510260124384,0.0506262363694,0.0,0,57129.6688969
NSP,-1.1,-1.1,-1.1,-1.1,4715.48728204
NSR,0.159412991023,0.0143721360289,0,0,1112909.8065
NST,0.0460852057429,0.0344879387179,0.47560975609756095,39,3322867.73653
NSX,-1.1,-1.1,-1.1,-1.1,10165.9569359
NTC,0.0644960276487,0.0400899546606,0.32857142857142857,23,124402.57143
NTL,-1.1,-1.1,-1.1,-1.1,5930.90754299
NTM,-1.1,-1.1,-1.1,-1.1,46974.0353356
NTU,-0.0515986420525,0.0448535771406,0.32682926829268294,67,151718.519777
NUF,-0.00316808252105,0.0185820425982,0.3125,10,7064466.41774
NVG,-1.1,-1.1,-1.1,-1.1,14076.0824552
NVI,-1.1,-1.1,-1.1,-1.1,25402.6751614
NVL,0.0126576591661,0.0174978171692,0,0,158902.725387
NVN,0.0318289422593,0.00975431070621,0.36666666666666664,11,13115260.6641
NVT,0.0318017035688,0.0152589119891,0.6666666666666666,2,2176353.45784
NWE,0.0467128510674,0.0451015889992,0.5,5,145993.936774
NWF,-1.1,-1.1,-1.1,-1.1,10822.6409736
NWH,0.0502539703185,0.0292370173491,0.18181818181818182,2,1775458.74197
NWR,-1.1,-1.1,-1.1,-1.1,29604.7927104
NWS,0.0310713303387,0.0122975530341,0,0,4567120.77096
NWT,0.170795788886,0.0510077343556,0.36900369003690037,100,192657.962252
NWZ,-1.1,-1.1,-1.1,-1.1,41606.7228438
NXM,-1.1,-1.1,-1.1,-1.1,28440.0676032
NXR,-0.0258448817199,0.122115006408,0,0,63929.1899354
NXT,0.0707626789126,0.0209047480041,0,0,1028998.99013
NYO,-1.1,-1.1,-1.1,-1.1,14038.6200719
NZO,-1.1,-1.1,-1.1,-1.1,37135.3258558
OAR,-1.1,-1.1,-1.1,-1.1,2785.5477744
OBJ,0.218687005373,0.0450907340996,0.5,15,252291.801183
OBL,0.0425189013272,0.0534588405657,0.28205128205128205,22,57683.1842516
OBS,-0.0520145780793,0.0499874842162,0.24175824175824176,22,104010.984324
OCC,-0.140326365147,0.0498038471903,0.2,1,115179.756522
OCL,-1.1,-1.1,-1.1,-1.1,12423.5066906
OCP,-0.0810408703186,0.0136464393882,0.20481927710843373,17,187462.489334
ODN,-1.1,-1.1,-1.1,-1.1,21389.654153
ODY,-1.1,-1.1,-1.1,-1.1,15930.8741498
OEC,0.0352170330313,0.0426020320286,0.0,0,52144.8301631
OEG,-1.1,-1.1,-1.1,-1.1,3816.92166774
OEL,0.0814758877526,0.0281367686863,0.3698630136986301,27,179131.722811
OEQ,-1.1,-1.1,-1.1,-1.1,5943.532401
OEX,0.0456836440045,0.0433830563602,0,0,171602.052478
OFW,-1.1,-1.1,-1.1,-1.1,123.5064
OFX,-0.00472876861093,0.0196696871413,0,0,3610017.49507
OGC,0.100102523242,0.0318527019564,1.0,5,1768637.94318
OGH,-1.1,-1.1,-1.1,-1.1,22318.249681
OGL,-1.1,-1.1,-1.1,-1.1,2438.58750121
OGX,-1.1,-1.1,-1.1,-1.1,33509.0588666
OGY,0.210168800319,0.112356230402,0,0,62121.8769773
OHE,-1.1,-1.1,-1.1,-1.1,11852.8296233
OIL,-1.1,-1.1,-1.1,-1.1,23780.3404755
OKJ,-1.1,-1.1,-1.1,-1.1,5994.6617737
OKU,-1.1,-1.1,-1.1,-1.1,15250.9450741
OLH,-1.1,-1.1,-1.1,-1.1,4037.35269699
OLV,-1.1,-1.1,-1.1,-1.1,15463.4078431
OMH,0.0432195831429,0.0325369875623,0.38,19,693825.527275
OML,0.000915156260173,0.020875791714,0.55,11,1377939.33677
OMT,-1.1,-1.1,-1.1,-1.1,15253.5631905
ONT,-1.1,-1.1,-1.1,-1.1,23359.6818081
OOO,0.0231362207053,0.0172464499741,0,0,230706.103819
OPG,-1.1,-1.1,-1.1,-1.1,8847.91198963
ORA,0.167284478616,0.0154572897968,0.42105263157894735,8,7992817.46706
ORE,0.0132222411955,0.0279344432129,0.37349397590361444,31,564333.147009
ORG,-0.00788873505181,0.01308782517,0.25,5,31790045.2217
ORH,-1.1,-1.1,-1.1,-1.1,6309.81907658
ORI,-0.0183731503772,0.0149203387247,0.2,1,24901045.8302
ORL,0.0127871822917,0.0160969929584,0.3835616438356164,28,223524.214772
ORM,-1.1,-1.1,-1.1,-1.1,15782.0555937
ORN,-1.1,-1.1,-1.1,-1.1,42587.5428255
ORR,-1.1,-1.1,-1.1,-1.1,13832.7106812
ORS,-1.1,-1.1,-1.1,-1.1,14460.3539424
ORX,-1.1,-1.1,-1.1,-1.1,4454.60921407
OSH,-0.10752016411,0.0132904100866,0.4,10,31801236.3747
OSL,-0.00554195552113,0.0476597182673,0.12562814070351758,50,50323.0834009
OSP,-1.1,-1.1,-1.1,-1.1,34363.7267411
OTC,-1.1,-1.1,-1.1,-1.1,25203.750478
OTH,0.0450356775053,0.0278184615419,0,0,101175.142112
OTI,-1.1,-1.1,-1.1,-1.1,445.900884711
OVH,0.0402405494515,0.0314549900452,0.45454545454545453,5,142838.811441
OVL,-1.1,-1.1,-1.1,-1.1,6058.86200912
OVR,-1.1,-1.1,-1.1,-1.1,34731.1617396
OXX,-1.1,-1.1,-1.1,-1.1,12089.3959259
OZB,-1.1,-1.1,-1.1,-1.1,4429.78519814
OZF,-0.0725119627374,0.00706421154997,0.2,1,165541.171338
OZG,-1.1,-1.1,-1.1,-1.1,40450.8604254
OZL,-0.020921435335,0.0230349863546,0.5,1,20683085.7397
OZR,0.00346354213979,0.00987573798577,0,0,63660.3764458
PAA,-1.1,-1.1,-1.1,-1.1,27009.6401059
PAB,0.0698130359412,0.0551720404815,0,0,53165.2619435
PAC,0.0296059651263,0.015038378411,0.25,1,176396.793531
PAF,0.273241628095,0.0111492595974,0,0,60923.0667098
PAI,0.0739392714774,0.00872301857233,0.20512820512820512,8,89267.8883392
PAK,-1.1,-1.1,-1.1,-1.1,11237.1207892
PAN,0.00187401641179,0.0337514407159,0.0,0,1555727.43934
PAR,-1.1,-1.1,-1.1,-1.1,6861.73742138
PAW,-1.1,-1.1,-1.1,-1.1,3887.9232686
PAY,-1.1,-1.1,-1.1,-1.1,6093.38675698
PBD,0.0848211802012,0.0560985857478,0,0,154160.306085
PBG,0.00746205325603,0.0215656455625,0.29411764705882354,5,2749673.25849
PBP,-1.1,-1.1,-1.1,-1.1,48028.7112848
PBT,0.0984121102642,0.0417827021886,0.40298507462686567,27,117490.482389
PCL,-0.016553097963,0.0532938482637,0,0,160893.447821
PCP,-1.1,-1.1,-1.1,-1.1,14486.0049489
PDI,-1.1,-1.1,-1.1,-1.1,17963.5197529
PDM,-1.1,-1.1,-1.1,-1.1,11170.7317103
PDN,0.000256243476306,0.0326948297505,0.3333333333333333,1,13325736.9567
PDY,0.172331013065,0.0851471396069,0,0,96672.1919823
PDZ,-0.0367729358885,0.0522277320033,0.0,0,66489.4211778
PEA,-1.1,-1.1,-1.1,-1.1,24129.3109124
PEC,-1.1,-1.1,-1.1,-1.1,486.870041152
PEH,-1.1,-1.1,-1.1,-1.1,13881.5669396
PEK,-0.0077597521388,0.0413688035064,0.3082706766917293,41,183921.629934
PEL,-1.1,-1.1,-1.1,-1.1,10319.4080995
PEN,0.0334699414751,0.0378122905294,0.2727272727272727,3,437147.899537
PEP,0.139872417667,0.0183485027865,0,0,292405.165875
PEX,-1.1,-1.1,-1.1,-1.1,35899.0624945
PEZ,-1.1,-1.1,-1.1,-1.1,3350.63201581
PFG,-1.1,-1.1,-1.1,-1.1,14565.693807
PFL,0.0645989922024,0.0125543271012,0.35,7,86256.2282587
PFM,-1.1,-1.1,-1.1,-1.1,384.800801769
PGC,-1.1,-1.1,-1.1,-1.1,20894.451783
PGF,0.433364934831,0.0464004665837,0,0,139681.100546
PGH,-0.0762768535008,0.0119541407895,0,0,2883164.11196
PGI,0.0862578976895,0.035686311008,0.16666666666666666,4,100978.079501
PGL,0.0447282724819,0.0497498999151,0,0,190051.490427
PGM,-1.1,-1.1,-1.1,-1.1,26635.0034653
PGO,-1.1,-1.1,-1.1,-1.1,6275.0181205
PGR,-0.10765880541,0.0348702760199,0,0,191300.89941
PGS,-1.1,-1.1,-1.1,-1.1,32564.1548983
PGY,-1.1,-1.1,-1.1,-1.1,21201.5638576
PHA,-1.1,-1.1,-1.1,-1.1,86.1888028753
PHG,-1.1,-1.1,-1.1,-1.1,34926.7487824
PHI,-1.1,-1.1,-1.1,-1.1,2734.32225601
PHK,-1.1,-1.1,-1.1,-1.1,17796.3490185
PIC,0.126946516444,0.0101294135779,0,0,94115.522242
PIL,-1.1,-1.1,-1.1,-1.1,17142.825527
PIO,0.107110007489,0.0462966871072,0,0,50817.010658
PIQ,-0.0575900571939,0.0872952063668,0.2222222222222222,10,54851.7883183
PKO,-1.1,-1.1,-1.1,-1.1,14449.3700915
PLA,0.0021047292398,0.0522506116386,0,0,829622.28295
PLH,-1.1,-1.1,-1.1,-1.1,4931.74494383
PLP,-1.1,-1.1,-1.1,-1.1,40319.7187661
PLS,0.0592856740302,0.0715040742791,0,0,328259.181209
PLV,0.12746493507,0.0497633984671,0,0,144080.509043
PMC,0.0945852594629,0.0229163158605,0.391304347826087,36,177125.179154
PME,-1.1,-1.1,-1.1,-1.1,46454.3249931
PML,-1.1,-1.1,-1.1,-1.1,7406.94772727
PMP,-0.0703097507479,0.0588946911039,0,0,459244.580796
PMV,-0.0251949501091,0.0140213580324,0.4,6,1454964.34147
PMY,-1.1,-1.1,-1.1,-1.1,8088.8404689
PNA,-0.0392868836581,0.0265369516648,0.16666666666666666,2,7589008.08693
PNC,-0.0147605384735,0.0119955213054,0,0,87854.8831021
PNE,-1.1,-1.1,-1.1,-1.1,7640.50483767
PNL,-1.1,-1.1,-1.1,-1.1,21178.3252713
PNN,-0.0576189016271,0.0770555476266,0,0,50739.3308018
PNO,-1.1,-1.1,-1.1,-1.1,25403.7142579
PNR,0.06784730482,0.0346660666359,0.37037037037037035,20,62395.7934338
PNV,0.0805037497587,0.0395302933277,0.38095238095238093,8,86355.6658695
PNW,-1.1,-1.1,-1.1,-1.1,5375.51695908
PNX,-1.1,-1.1,-1.1,-1.1,9214.36307411
POH,0.0262340002201,0.0347637532293,0.5,2,121079.123472
POK,0.0776417095646,0.0540695988616,0.0,0,106878.81601
POP,-1.1,-1.1,-1.1,-1.1,11317.5663533
POS,-0.0290972509717,0.0556591997441,0.2465753424657534,36,427937.049123
POU,0.02272862776,0.0052945040596,0.0,0,90696.5586777
POZ,-1.1,-1.1,-1.1,-1.1,19199.0727999
PPC,0.0161786047237,0.0220868019325,0,0,328155.798042
PPG,-1.1,-1.1,-1.1,-1.1,15640.3833011
PPK,-1.1,-1.1,-1.1,-1.1,8433.67666575
PPL,-1.1,-1.1,-1.1,-1.1,34871.8908555
PPN,-1.1,-1.1,-1.1,-1.1,843.755580931
PPP,0.0939048712683,0.0236374532053,0,0,125637.656309
PPS,0.0909166829826,0.0401648703578,0.4,2,83760.6886334
PPT,-0.0127617251863,0.0167636624991,0.3125,10,4271264.58203
PPY,-1.1,-1.1,-1.1,-1.1,8108.36826099
PRA,-1.1,-1.1,-1.1,-1.1,32095.4186904
PRG,0.0252563414226,0.0169114171051,0.2222222222222222,2,554983.121523
PRH,-1.1,-1.1,-1.1,-1.1,22013.5904789
PRL,-1.1,-1.1,-1.1,-1.1,27083.6822514
PRM,-1.1,-1.1,-1.1,-1.1,16.8660558464
PRO,-1.1,-1.1,-1.1,-1.1,30507.8147443
PRP,-1.1,-1.1,-1.1,-1.1,0.0
PRR,0.0350983558117,0.0448067699475,0.6,3,723499.564864
PRT,0.0687016920959,0.0165509782641,0.2916666666666667,7,181238.608258
PRU,-0.0426214105146,0.0413350587714,0.3125,5,2531833.75509
PRW,-1.1,-1.1,-1.1,-1.1,35319.2569478
PRY,-0.0525489172327,0.0140579778608,0.0,0,6644468.64506
PSA,0.00184102576533,0.0326946164225,0,0,154323.839942
PSC,0.0320348268581,0.102433760043,0,0,78293.8362198
PSF,-1.1,-1.1,-1.1,-1.1,43035.794831
PSM,-1.1,-1.1,-1.1,-1.1,8081.58061868
PSP,-1.1,-1.1,-1.1,-1.1,16112.243102
PSQ,0.125380810428,0.0161997350743,0,0,170807.879626
PSY,0.0136586554928,0.34779746531,0,0,168644.4748
PSZ,-0.0743746811162,0.0279917245331,0,0,78536.3708378
PTB,-1.1,-1.1,-1.1,-1.1,5336.82554535
PTL,-1.1,-1.1,-1.1,-1.1,45657.5994028
PTM,-0.0185743448879,0.0148926913235,0.4,14,3313807.13644
PTR,-1.1,-1.1,-1.1,-1.1,23687.5361073
PTX,-1.1,-1.1,-1.1,-1.1,16697.3376776
PUN,-1.1,-1.1,-1.1,-1.1,12057.1972981
PVA,-1.1,-1.1,-1.1,-1.1,14373.2923758
PVD,-0.0604695573639,0.0330628257949,0.25,4,149315.065375
PVE,-0.0319798254837,0.0342240173794,0.09302325581395349,4,63779.936522
PWH,-0.0564970418853,0.0181161561061,0.3333333333333333,4,658030.522907
PWN,-1.1,-1.1,-1.1,-1.1,18082.1215125
PWW,-1.1,-1.1,-1.1,-1.1,1816.36763743
PXG,0.0356297813756,0.0338945227136,0,0,79024.9750532
PXS,0.0293474396041,0.0455932933715,0.425,17,683298.916287
PYC,-1.1,-1.1,-1.1,-1.1,34812.2023492
PYM,-1.1,-1.1,-1.1,-1.1,32211.4555438
PZC,-0.0903901638667,0.0606254311742,0,0,52996.00047
PZR,-1.1,-1.1,-1.1,-1.1,9164.18298119
QAG,-1.1,-1.1,-1.1,-1.1,25848.6323353
QAN,-0.0166429389505,0.0200625757526,0,0,35188349.5505
QAU,0.00214502491911,0.00856869997171,0.0,0,252205.950564
QBE,-0.0310350399654,0.0189918700222,0.5,1,60914341.6881
QBL,-1.1,-1.1,-1.1,-1.1,46884.6044191
QCB,-1.1,-1.1,-1.1,-1.1,37883.2862319
QFN,0.0396737924362,0.00643407875952,0.35714285714285715,5,235208.623396
QFX,-0.0191425883168,0.0641733728626,0.3333333333333333,2,50871.1673674
QHL,-0.0211764263379,0.0376532612589,0,0,86015.9611297
QMN,-0.0168031799173,0.0710452600178,0,0,100572.604134
QMS,0.114503343917,0.019829422624,0,0,378378.544715
QNL,-1.1,-1.1,-1.1,-1.1,5800.38004594
QOZ,-0.0178403448751,0.00841299014884,0,0,265567.07671
QRE,-0.0459312491247,0.0092660776505,0.0,0,90695.8183613
QRX,-0.000445366415655,0.0382864893743,0,0,103919.255011
QSS,-1.1,-1.1,-1.1,-1.1,1519.15703069
QST,-1.1,-1.1,-1.1,-1.1,540.581034006
QTG,-1.1,-1.1,-1.1,-1.1,12798.3730456
QTM,-1.1,-1.1,-1.1,-1.1,8284.18921758
QUB,0.0262633805162,0.0137776690115,0.42857142857142855,3,2178720.19022
QUE,-1.1,-1.1,-1.1,-1.1,842.154288637
QUR,-1.1,-1.1,-1.1,-1.1,18292.9867777
QUS,0.109598570437,0.00982646328737,0,0,68097.9307692
QVE,0.145853481332,0.00481328249454,0.05,1,72635.7355588
RAD,-1.1,-1.1,-1.1,-1.1,28379.1705941
RAF,-1.1,-1.1,-1.1,-1.1,1500.02263534
RAP,-0.0805556156935,0.0876519705952,0,0,117831.259966
RAW,-1.1,-1.1,-1.1,-1.1,5150.71067183
RBR,-1.1,-1.1,-1.1,-1.1,6004.45723066
RBX,-1.1,-1.1,-1.1,-1.1,5439.15105375
RCB,0.454914833881,0.00195572552844,0.8,4,200001.850479
RCE,-1.1,-1.1,-1.1,-1.1,42515.1893491
RCF,-0.019343855497,0.0759808617162,0.17266187050359713,48,74008.0156941
RCG,0.102221929817,0.0239248886587,0.3875,31,210862.987504
RCM,-1.1,-1.1,-1.1,-1.1,7473.57610081
RCO,-1.1,-1.1,-1.1,-1.1,12371.3301908
RCP,-1.1,-1.1,-1.1,-1.1,38434.0383354
RCR,0.0133714889351,0.0220926263098,0.2857142857142857,10,439571.460696
RCT,-1.1,-1.1,-1.1,-1.1,18829.285587
RCU,0.0447482355202,0.0270317877864,0,0,52256.0420166
RCY,,0.0047472504626,0.0,0,151011.504043
RDF,0.0119139084081,0.0210636754637,0.3,3,178030.484964
RDG,-1.1,-1.1,-1.1,-1.1,3525.75727273
RDH,-1.1,-1.1,-1.1,-1.1,17668.5644244
RDM,-1.1,-1.1,-1.1,-1.1,34467.2224233
RDS,-1.1,-1.1,-1.1,-1.1,32702.9429229
RDV,0.0146620272995,0.00591839118099,0,0,654679.158411
REA,0.108866944545,0.0159710874649,0.0,0,4642530.27798
REC,0.0644205951679,0.01125374555,0.38461538461538464,5,6591642.52694
RED,-0.0107989422708,0.0436153042229,0.0,0,311811.453359
REF,0.0357666173354,0.0596128380222,0,0,133373.878463
REG,-0.0202537699003,0.0147330042496,0.5,1,3412086.7664
REH,0.000198533426005,0.0117053292017,0.35,7,203366.885499
RER,-1.1,-1.1,-1.1,-1.1,19777.3409809
RES,0.0158244984734,0.0352435992953,0.25,2,189516.92397
REX,-0.0166223400532,0.0143322728789,0.6666666666666666,6,66570.1633951
REY,-0.00243055997806,0.0410022534284,0.3157894736842105,6,71815.878316
REZ,-1.1,-1.1,-1.1,-1.1,3417.30851203
RFF,0.166583193938,0.0169327066148,0.3888888888888889,14,204519.638846
RFG,-0.0200345221849,0.0150448606772,0.40816326530612246,20,792151.567708
RFL,0.0752642088014,0.0348056130678,0.16666666666666666,1,71447.4758142
RFN,-0.163931215526,0.0541009491283,0.0,0,530446.763231
RFT,-1.1,-1.1,-1.1,-1.1,6856.12427426
RFX,-0.00406919562988,0.0495272542195,0,0,86102.1468328
RGB,0.0224317304524,0.00273971544278,0,0,333210.850804
RGP,-1.1,-1.1,-1.1,-1.1,524.587231407
RGS,-0.0790151500372,0.0464633841828,0,0,52047.8930187
RGU,-1.1,-1.1,-1.1,-1.1,879.770913978
RGX,-1.1,-1.1,-1.1,-1.1,10663.82865
RHC,0.0294487240307,0.0114055044633,0.5,1,10731731.9859
RHI,-1.1,-1.1,-1.1,-1.1,41754.9114877
RHL,0.110797991406,0.0157661979534,0.8,4,50901.3042173
RHP,-0.00770688505811,0.0766198465358,0,0,76040.9248352
RHS,-1.1,-1.1,-1.1,-1.1,6294.70243655
RHT,-1.1,-1.1,-1.1,-1.1,25453.9852532
RIC,0.00710668004352,0.0168240133795,0.6666666666666666,2,363201.376693
RIE,-1.1,-1.1,-1.1,-1.1,4335.72193027
RIG,-1.1,-1.1,-1.1,-1.1,1693.48628319
RIL,-1.1,-1.1,-1.1,-1.1,25.0358306189
RIM,-1.1,-1.1,-1.1,-1.1,25810.2979074
RIO,0.00106686022516,0.0159477216447,0.3333333333333333,14,156442708.906
RIS,-1.1,-1.1,-1.1,-1.1,966.453082665
RKN,0.0890374929349,0.0130065176783,0.5625,18,196050.737573
RLC,-1.1,-1.1,-1.1,-1.1,5974.14763636
RLE,-1.1,-1.1,-1.1,-1.1,31067.8540193
RMA,-1.1,-1.1,-1.1,-1.1,5169.08476256
RMD,0.0422879356888,0.0130501636141,0.5,2,17130958.3211
RMG,-1.1,-1.1,-1.1,-1.1,18353.6719657
RMI,0.205378346622,0.137483369029,0,0,52345.5881075
RMP,-1.1,-1.1,-1.1,-1.1,48290.3970398
RMR,-1.1,-1.1,-1.1,-1.1,41839.4232624
RMS,-0.00185575541384,0.0420221204653,0.3333333333333333,5,679357.518553
RMT,-1.1,-1.1,-1.1,-1.1,5814.74970269
RMX,-1.1,-1.1,-1.1,-1.1,45380.8222163
RND,-1.1,-1.1,-1.1,-1.1,9723.59290185
RNI,0.0637596991566,0.0471195114081,0.2978723404255319,42,82635.5551344
RNO,-1.1,-1.1,-1.1,-1.1,46923.8720156
RNS,-1.1,-1.1,-1.1,-1.1,31673.8734749
RNT,-1.1,-1.1,-1.1,-1.1,25956.6880719
RNU,-1.1,-1.1,-1.1,-1.1,9556.33178677
RNY,0.0117760498623,0.021854894666,0.3333333333333333,3,154622.570266
ROG,-1.1,-1.1,-1.1,-1.1,48263.9999099
ROY,0.00393208121309,0.0415938964655,0.2608695652173913,12,50277.7346916
RPG,-1.1,-1.1,-1.1,-1.1,989.890876417
RQL,-0.00672284300751,0.0285575979007,0.35294117647058826,48,120076.443942
RRL,0.0108520955718,0.0245831937449,0.43478260869565216,10,4024074.57738
RRP,-1.1,-1.1,-1.1,-1.1,12921.4562068
RRS,0.0777596445933,0.043428133468,0.46153846153846156,6,168391.988033
RSG,0.0827965201218,0.0316449561745,0.8,4,2772018.0358
RSM,0.175755404374,0.00214217014632,0,0,196827.478147
RTA,-1.1,-1.1,-1.1,-1.1,20771.7098115
RTG,-0.0419724277109,0.0233914366139,0,0,83799.0651596
RTR,-1.1,-1.1,-1.1,-1.1,26135.706378
RUB,-1.1,-1.1,-1.1,-1.1,18874.4390015
RUL,-0.000254818354943,0.0216883476554,0.0,0,72714.0417579
RUM,0.0603516769258,0.0398330204036,0.2,7,79186.6612206
RVA,-0.0161238135731,0.0562755183923,0,0,96434.9905847
RVL,-0.00116008648819,0.00636229051238,0.1111111111111111,1,390489.757764
RVR,-1.1,-1.1,-1.1,-1.1,18031.6321261
RVY,-1.1,-1.1,-1.1,-1.1,16523.7018614
RWD,-0.0400034592078,0.043599047809,0.13636363636363635,6,55972.5263307
RWH,0.151187668146,0.0176019870878,0,0,135194.334179
RXH,-1.1,-1.1,-1.1,-1.1,32531.2351735
RXL,-0.0245439226267,0.0915113289604,0,0,141568.065166
RXM,-0.04095569732,0.0422001100197,0.3333333333333333,1,270879.976583
RXP,0.0754997165222,0.0266878780351,0,0,101037.570036
RYD,-1.1,-1.1,-1.1,-1.1,5011.07913669
RYG,0.0384485889418,0.133554956745,0,0,64302.6365316
S32,0.106466242832,0.0346154441394,0,0,37719612.5328
SAI,0.039255916781,0.015308939978,0,0,1909818.81125
SAM,-1.1,-1.1,-1.1,-1.1,2132.7781293
SAN,-1.1,-1.1,-1.1,-1.1,4573.03206522
SAO,-1.1,-1.1,-1.1,-1.1,568.563829787
SAP,-1.1,-1.1,-1.1,-1.1,133.495164702
SAR,-0.0568030146703,0.0386708328646,0,0,1145777.72786
SAU,0.011286369532,0.0536901696713,0.0,0,51866.354995
SAV,-1.1,-1.1,-1.1,-1.1,26076.182205
SAY,-1.1,-1.1,-1.1,-1.1,26872.4415538
SBB,0.05836896312,0.0366788815481,0.2857142857142857,2,105948.937384
SBI,-1.1,-1.1,-1.1,-1.1,11947.2355549
SBL,-0.0159442673008,0.0620390763704,0,0,110974.75444
SBM,-0.0126927101826,0.0452838211956,0.25,3,3393589.55174
SBN,-1.1,-1.1,-1.1,-1.1,21686.3909831
SBR,-1.1,-1.1,-1.1,-1.1,42703.0758363
SBU,-1.1,-1.1,-1.1,-1.1,3069.8186017
SCD,-1.1,-1.1,-1.1,-1.1,5736.32138608
SCG,-0.00722708712875,0.00941524649956,0,0,35806790.3203
SCI,-1.1,-1.1,-1.1,-1.1,15538.3450905
SCP,0.0622862214023,0.0101333081664,0,0,3513499.57439
SCU,-1.1,-1.1,-1.1,-1.1,1161.90558474
SCY,-1.1,-1.1,-1.1,-1.1,21559.6670722
SDA,-0.0414114528481,0.0240562372527,0,0,505268.893884
SDF,0.0039379396506,0.0144111052821,0.4,2,2216758.22118
SDG,0.00337399997191,0.019275224964,0.4666666666666667,7,645703.97679
SDI,-1.1,-1.1,-1.1,-1.1,20218.8573763
SDL,0.0367750629813,0.0363680750639,0.3333333333333333,20,4122846.47774
SDM,0.0130243206835,0.0278420761741,0,0,201918.350943
SEA,-0.0635420798895,0.031489149179,0.4117647058823529,7,718707.48366
SEG,-1.1,-1.1,-1.1,-1.1,19530.0514117
SEH,-0.00762426353571,0.0352816269781,0.3333333333333333,10,319461.04281
SEK,-0.0224593607617,0.0178687267325,0.0,0,10749470.5007
SEN,0.0380359135926,0.0567021067905,0,0,144268.088923
SER,-1.1,-1.1,-1.1,-1.1,37446.0968482
SES,-1.1,-1.1,-1.1,-1.1,29360.4333425
SFC,-1.1,-1.1,-1.1,-1.1,17569.6581413
SFG,-1.1,-1.1,-1.1,-1.1,33227.5684675
SFH,0.0196398674227,0.0276170006108,0,0,185767.27416
SFI,-1.1,-1.1,-1.1,-1.1,29411.228019
